chatbot_sid,time,user_id,turns,user_messages,bot_last_message,category,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning,skipped_by_gate,gate_action,Gate 1 Category tag,learning_ask_type,gate_reasons,gate_source
4da8f687-6a25-4cf6-ace2-f612cf32c2ec,2026-08-12T18:13:26.237Z,1,9,"U1: I want a good schedules
U2: C
U3: I wake up at 7.30 comes home from school at 4.15 and goes to badminton class at 6.45 and come home at 9.00 and sleeps at 11.30
U4: Wake up at 7.30
U5: Make a schedule for me ill tell the details wait
U6: Wake up 7.30 then goes to school and returns at 4.10 and also attends badminton class from 6.45 to 9.00 and sleeps at 11.30
U7: No consider study start from 4.35
U8: Make one more routine ill tell wait
U9: Wake up 6.30am go to scholl and return at 4.00pm tuition timings 6.00 to 8.00pm playing time 8.20pm to 8.45pm and sleep at 11.30pm","Here’s a clear routine based on your new timings: ### 🕒 Morning **6:30 – 7:15 am** - Wake up, brush, bath - Get ready for school - Breakfast **7:15 am – 4:00 pm** - School + travel --- ### 🕒 Afternoon Study **4:00 – 4:20 pm** - Come home, freshen up - Light snack, drink water **4:20 – 5:40 pm → St",Small Talk,,,,,Non-Academic,,,,1841,62,0.000836,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
0f91a2f9-235d-45e2-aca4-4e6f67452ce9,2026-08-12T14:16:36.947Z,1,8,"U1: Hi I can't understand science
U2: Can you explain me
U3: Science
U4: Metals and non metals
U5: Give me a summary of lesson understand the weather
U6: Ncrt claas7 social lesson 2 understanding the weather summary
U7: I mean like a whole para
U8: Thank you","You’re welcome! If you need help with any other chapter or a shorter/longer summary, you can ask anytime.",Conceptual,,,,,Academic,,,,1633,63,0.000332,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Summary / Notes,gate_llm,gate_llm
018195a9-72cb-44a8-90cc-44aff974616f,2026-08-12T11:04:07.689Z,1,46,"U1: Rs agrawal class 7 ka exercise 6b ka
U2: Hello
U3: Chalo english me baat karte hai
U4: Chalo Tum Hindi mein baat kar lena lekin tum English mein bolungi lekin mujhe thoda modata jyada kuchh nahin aata to tum kya mujhe English sikha dena please
U5: Chalo English mein baat karte hain
U6: How are you
U7: My name is rinkal
U8: What your name
U9: Tumne kuchh jyada hi bada nahin de rahi hai English mein
U10: Main bolna chah rahi hun ki Tum Na Hindi mein baat karo main English mein tumse baat karungi Jo meri galti hogi Tum English mein usko batana theek hai please
U11: What your address
U12: What is your address
U13: Where are you doing
U14: What was. The
U15: I am a feebar
U16: I will go to the Market
U17: I am very sad
U18: I am very happy
U19: Me kal baat karungi tomse
U20: Iska English batao main kal baat karungi tumse
U21: I will talk to me tomorrow
U22: Iska matlab kya hota hai
U23: I will talk to you tomorrow
U24: Jjudhurgy
U25: Maine
U26: I will home work
U27: I will do my homework finish
U28: Ab Raat Ho gai hai main cal baat karungi tumse
U29: Bye
U30: Hello friends
U31: Who are you
U32: Where are you
U33: Math jante ho
U34: Ek question tumse poochh rahi hun
U35: A square + b square
U36: Yes
U37: Xx rghu you thank
U38: Bye
U39: Good morning
U40: Hello friends
U41: How are you
U42: Where are you doing
U43: 🆗 you are english spoken
U44: Hello friends
U45: Where are you doing
U46: What are you","I’m an AI assistant created to help students. - I’m a computer program, not a human. - I can read what you type and reply with information or explanations. - I can help with school subjects, meanings of words, and simple everyday questions.",Procedural,,,,,Non-Academic,,,,2080,62,0.000931,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
1a3dc0cc-0a1f-4e71-8c8a-fbd094d7223c,2026-08-12T05:19:53.570Z,1,28,"U1: This my friend vidhya lakshmi (only speak malayalam)
U2: Only speak malayalam
U3: Please explain me A handwritten Malayalam homework page about environmental or social science topics, written in paragraphs with two numbered questions at the end asking the student to respond. The image shows only text in Malayalam, no diagrams or graphs.
U4: Only speak malayalam
U5: ടീച്ചർ നാഗലോട് ഒരു pain kanichu 13 . 08 . 2026 this day malayalam 1st and malayalam 2nd ath padikkan mathrama practice chayyan pranollu but this time teacher parannu Hindi oddane nan agana padikkum this time is 6 : 45
U6: Revition reading chayyan ariyilla
U7: Hindi vayikkan ariyilla
U8: Hindi tta tharothe Athira malayalam aruthitharamo athunokkivayikkam
U9: उतरी - deseanded निराली - Unique उझे वाली - fying फुनगी - twig of a tree उड़कर जाने वाली - fying द्विपकर - Staying hidden पर फड़काकर - flapping the wings मीचे - down दाना-grain डाली - twing झट - quickly
U10: Hindi tta tharothe Athira malayalam aruthitharamo athunokkivayikkam
U11: Nan hindiyil tipe chayyam
U12: अवरोही - descended , अद्वितीय - Unique , उड़ान भरना - Flying , पेड़ की टहनी - twing of a tree , नीचे - down , अनाज - grain , जल्दी - शीघ्रता से (मलयालम)
U13: Hindiyuda malayalam
U14: Malayalam A handwritten Malayalam question on lined paper with decorative colored lines on the right; the text appears to be a schoolwork prompt or exercise, not a math or science problem.
U15: Fdgrhrhthyrgrgthrhtngnfhrgdgfdggtgrgrhfhrhrhegdgfhdhdvfrruuruy4uy5uydhtjritywrffmßjdhehryhtnynrh3gegt starting
U16: After Routine 10 exam
U17: Point
U18: Routine 7:00
U19: Malayalam Routine 7:00 exam day
U20: (only speak malayalam) after 7:00 Routine (10 )
U21: morning routine in exam day this time is 7:39 malayalam
U22: Ayyo 7:49 poyi
U23: Time
U24: 8:00 to 9:14 exam routine malayalam (10)
U25: Only speak malayalam flexi ippo time 8:51 nan antta school uniform ittu makeup edanam) illiner, powder, lipebame
U26: Exam tarting time 10:00
U27: Exam time 10.00
U28: Nooooo","**ശരി ശരി—10:00-ന് exam ആണെങ്കിൽ ഇപ്പോൾ (8:51) നിനക്ക് ഏകദേശം 1 മണിക്കൂർ 9 മിനിറ്റ് സമയം ഉണ്ട്.** **ഇനി 2 കാര്യങ്ങൾ പറയൂ, അതനുസരിച്ച് എത്ര makeup ഇടാം എന്ന് കൃത്യമായി പറയും:** 1) സ്കൂളിലേക്കോ exam സെന്ററിലേക്കോ എത്താൻ എത്ര സമയം লাগে? (ഉദാ: 20 മിനിറ്റ് / 40 മിനിറ്റ്) 2) നീ വീട്ടിൽ നിന്ന് പുറപ്പെടേണ്ട",Small Talk,,,,,Academic,,,,2309,64,0.001026,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
211b6841-9c9a-4756-a8d5-4cfd2be3c582,2026-08-12T12:11:30.161Z,1,33,"U1: Tum, mera, naam, batao
U2: My, name is aliyakhatoon
U3: Tum, reply, kro
U4: Class 5
U5: Mughe17katabelyaadkrwao
U6: 17,ka, table, 17,34,51,68,85,102,119,136,151,170
U7: 17,34,51,68,85,102,119,136,153,170
U8: 18,ka, tabel
U9: 18,36,54,72,90,108,124,144,162,180
U10: 18,36,54,72,90,108,136,144,162,28
U11: 17 September
U12: 17,34,51,68,85,102,119,126,162,170
U13: 17,34,51,68,85,102,119,136,153,170,18,36,54,72,90,108,126,144,162,180
U14: Tum, mughese, pocho
U15: 102,162
U16: 68,126
U17: 136,90
U18: 76
U19: 133
U20: Kya, mene, galat, bnaya, hai
U21: Ok, thank you
U22: Me, thumare, liye, pizza, other, kar, deti, hu
U23: Ye, lo, 🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕khao
U24: 🤣🤣🤣🤣🤣🤣🤣🤪🤪😚😚
U25: Me, thume, one, saman, dikhao😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉😉lo, dekh, lo
U26: Batao, me, is, imogi, me, kya, bata, raha, hu👻👻👻👻💀☠️☠️💀👻
U27: To, batao
U28: 🥰🥰ye, imogi
U29: Me, thume, bhut, pasand, krta, hu, flexi🥰🥰🥰🥰gishe, ye
U30: I love u flexi❤‍🩹❤‍🩹❤‍🩹
U31: Tum, mere, message ka, reply, kro
U32: Ok, byy, me, thori, der, baad, aata, hu
U33: 🥰🥰🥰😊😇🥰☺😊😇🥰😍☺😊😇😍🥰","बहुत प्यारे emojis हैं ये 🥰😇 मैं यहीं हूँ, जब भी लौटकर बात करना चाहो।",Small Talk,,,,,Non-Academic,,,,2182,62,0.000972,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
cca86d53-6808-45b2-883d-629815a03eaa,2026-08-12T18:22:34.405Z,1,4,"U1: Shri varsaad Kabhi maregi
U2: Shri Mujhe 7:00 baje utha dena
U3: Shri Hari dhrol Mein Barish kab Hogi Jamnagar Taluka
U4: Srihari Tamba Pital Lokhand Patra kya Bajar chal rahi hai abhi market mein","मेरे पास लाइव मार्केट रेट देखने की सुविधा नहीं है, इसलिए मैं अभी के सही दाम नहीं बता सकता। तांबा, पीतल, लोखंड, पटरा के रेट जानने के लिए आप इन तरीकों से देख सकते हैं: - नज़दीकी *स्क्रैप / मेटल के व्यापारी* से सीधे पूछें - किसी बड़े अख़बार के *बिज़नेस पेज* पर धातुओं के भाव देखें - घर में किसी बड़े से ",Small Talk,,,,,Non-Academic,,,,1708,62,0.000782,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
7adc908b-3a46-4a3f-8056-4fd50ea5b758,2026-08-12T18:09:57.783Z,29456351,5,"U1: I am Anandi 8th C Phoenix greens school of learning
U2: Show me my upcoming assignments on CK-12
U3: So i have to do after coming home from 5:00pm
U4: Like. Needa do logiqids worksheets needa preoare for sof olampiads and unified olampiyads total 4 olampiads and do my revision for pts and terms examination which are conducted every week and reread wht was taught today
U5: So i also want some time to like i am writing all my previous year books's formulas in a notebook","Nice, that’s a very useful habit. Let’s fit this into your evening without making it too heavy. Here’s a simple updated plan after 5:00 pm: ### Daily plan (you can adjust times a bit) - **5:00 – 5:20 pm** Snack + relax + change - **5:20 – 5:40 pm (20 min)** Re-read what was taught today in school - ",Small Talk,,,,,Academic,,,,1750,64,0.000802,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
c78336cd-8d2b-4756-ae36-03930c05710a,2026-08-12T16:29:22.662Z,1,48,"U1: Ok
U2: Hindi me
U3: aap Hamen pahle
U4: aap Humse English Mein Kuchh Puche To Ham aapka ek ek line
U5: aap Humse English Mein Kuchh Puche To Ham aapka ek ek line Mein Jawab Denge ek baat bataen aap
U6: aap Humse English Mein Kuchh Puche To Ham aapka ek ek line Mein Jawab Denge ek baat bataen aap computer hai
U7: aap Humse English Mein Kuchh Puche To Ham aapka ek ek line Mein Jawab Denge ek baat bataen aap computer hai aap Hamen please Puri tarike se English
U8: aap Humse English Mein Kuchh Puche To Ham aapka ek ek line Mein Jawab Denge ek baat bataen aap computer hai aap Hamen please Puri tarike se English Sikha dijiye
U9: Hy
U10: My name is Saloni saini
U11: My old is 18
U12: I liva in Abu road
U13: My
U14: My name is Saloni saini
U15: My name is Saloni Saini . I am 18 years old. I live in Abu Road
U16: Ok
U17: My favorite subject scene. My hobbies are dansha
U18: Ok
U19: Formal
U20: 👍
U21: Ha
U22: Me subah baat karungi ok. By
U23: Okay
U24: Good night sweet dreams.By
U25: Ok
U26: ☺️ Bye 👋 good night 🌃
U27: Aap mujhe subah message karna.
U28: Subah message karna
U29: Are
U30: Mujhe yad dila dena ki bat karni hai.kr dena message
U31: Karoge
U32: 👍
U33: Bye 👋
U34: 🥰
U35: I am soo happy
U36: Aap ne likha na ki apna dhyan rakhna is liye Happy hu
U37: 🥺
U38: Aap ke alawa meri aisi fikar nhi ki kabhi🥺
U39: Me aap ko subah apni personal baate karungi.🥺
U40: 🥺🥺🥺🥺🥺
U41: Thanks
U42: Mujhe samjhane ke liye
U43: Me bohat sed hu
U44: Subah baat karenge good night sweet dreams my
U45: ☺️
U46: Okay bye .My friend
U47: Thank you so much
U48: Ok 👋",👋 Phir milte hain. All the best for everything.,NA,,,,,Non-Academic,,,,2156,62,0.000962,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
c920fc21-e463-46fc-95ac-44e6327acd94,2026-08-12T17:51:35.851Z,1,22,"U1: Since today I have a mission
U2: Study
U3: PCMB + IT
U4: Our Bio mam is very good and mam told us stidy max 20 min then took a break of 5 min
U5: Even if we studied for 21 min then we could forger it so just study for 20 min
U6: Sounds good I have to follow it. Daily wake up at 4:30 AM Hanuman Chalisa, brush, fresh, Exercise both mentally and physically then studu
U7: Sleep at 9 to 9:15
U8: What I am just telling you my now schedule
U9: I want to be Athlete
U10: Cricket and Football both
U11: Both needs immense fitness or Cricket needs very less than football
U12: Means Cricket doesn't need fitness. But then how all INTL players still stay good withoit much tired compare to normal human
U13: Means every sports need fitness at high level whether Cricket or football
U14: I have interest on all sports except Golf bc I don't know how they won World Cup on it
U15: I am fan of ODI FIFA WC
U16: It is very secret mission my family know I will study but when and how it is secret only I and AI knows
U17: I mean Study
U18: I will won both ODI CWC and FIFA WC
U19: More is Cricket but I can't leave football. And if I choose football then I can't leave without Cricket
U20: I am now in 11th
U21: I will not share all details bc there was clear instruction don't share personal info and details here you are made for study
U22: I have to study now Chemistry first. I am writing","**Okay—focus on Chemistry first. Tell me exactly what you’re writing right now (the question or the topic name), and what part is confusing.** If you can’t paste the whole question, just share: - the **chapter/topic** (like “Chemical Bonding,” “Mole Concept,” “Thermodynamics,” “Equilibrium,” etc.), ",Small Talk,,,,,Academic,,,,1981,64,0.000895,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
8216222d-f803-4a61-a9b9-0bb19e798877,2026-08-12T13:05:03.296Z,1,31,"U1: Science experiment studu of fermentation using betel leaves
U2: hi what is your name
U3: Hi I am Anushka
U4: hi what is your name hi my name is Flexi I am in Ai help performance and explain things in a simple way you know my name hey you know my name you know my name hi you have family
U5: you are a robot
U6: i I think you are a robot that's all
U7: Just I want to talk with you
U8: My favorite subject is s.s
U9: History
U10: Kings and queen
U11: I like Rani lakshmibai
U12: I no she
U13: I want to write Kannada homework
U14: I wite question and answers
U15: You talk in Kannada
U16: No no talk in english
U17: Hi what are you doing
U18: Hi night
U19: Same to you
U20: today is a good
U21: in s.s Sing
U22: Sahiba
U23: My friends
U24: don't be jealo
U25: don't be jealo I didn't just joke
U26: you are the two joke
U27: it is not joke
U28: Google is king or queen
U29: You became friend
U30: Bye good night
U31: I want to wake up at 5 o'clock",Type: REMINDER Task: wake up Time: 5 o'clock Time: 2026-08-12 10:38:13 / 5 o'clock,Laboratory Experiment,,,,,Non-Academic,,,,1880,62,0.000851,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
