chatbot_sid,time,user_id,turns,category,course,language,pred,query_kind,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning
735d4435-a238-4e4d-a089-457c0fdfbbc7,2026-07-25T16:18:31.879Z,30970469,6,Conceptual,NA,English,OUT_OF_DOMAIN,Academic,5,5,3,8.666666666666668,Academic | Slotfill,,,0.9500,11569,175,0.001840,"The bot consistently provides accurate and relevant academic content addressing the user's questions without any failures or misunderstandings. There are no slotfill templates or image uploads involved, and the user does not explicitly express frustration or corrections. The session is fully resolved with reliable content, resulting in high scores except for a neutral user sentiment score due to lack of explicit positive feedback."
c76b0361-6092-4276-b28f-422a115288b0,2026-07-25T15:55:43.444Z,30899328,4,Conceptual,Biology,English,SCIENCE,Academic,4,4,3,7.333333333333333,Academic | Slotfill,,,0.9500,10727,157,0.001703,"The bot provided accurate and relevant academic content about the human heart and offered a practice test slotfill appropriately. There were no failures such as incorrect answers, context issues, or unwanted template pushes. The user did not express frustration or rejection of the slotfill, so user sentiment is neutral."
03379d87-a2a2-4dbc-9153-a2fa6c342735,2026-07-25T13:04:12.924Z,1,45,NA,NA,English,NON_ACADEMIC,Non-academic,5,5,5,10,Academic | Not Math/Science | Image Upload | Speech to Text | Slotfill,,,0.9800,20280,280,0.003210,"The bot consistently provided accurate, helpful, and contextually appropriate responses throughout the session, including detailed timetable creation and emotional support. There were no failures such as incorrect answers, context loss, or unwanted template pushes. The user expressed gratitude and no signs of frustration or dissatisfaction were evident."
4c2694d1-cd3f-4a1f-9adc-946c0ccf5012,2026-07-25T16:04:54.121Z,1,14,Small Talk,NA,English,NON_ACADEMIC,Non-academic,5,5,5,10,Academic | Not Math/Science | Speech to Text | Slotfill,,,0.9800,12711,272,0.002070,"The conversation is a fully coherent academic session focused on study routine and timetable planning without any bot failures or user dissatisfaction. The bot correctly uses slotfill templates where appropriate and responds well to user inputs including speech-to-text. There are no issues with context handling, incorrect answers, or unwanted template pushes."
dc7b4c2d-855a-4bc6-97a9-bf363c70548e,2026-07-25T15:56:15.210Z,1,19,Small Talk,NA,English,NON_ACADEMIC,Non-academic,2,2,5,6,Academic | Not Math/Science | Slotfill,,Gone Exception,0.9500,13601,269,0.002202,"The conversation is academic with a focus on general study and exam preparation topics, using slotfill templates appropriately. The only notable issue is one bot turn with no response despite a substantive user input, which slightly impacts technical reliability and goal resolution. Overall, the session effectively addresses the user's needs with polite and relevant replies."
40aa4c70-8077-4498-9fed-f6de1fbc0af7,2026-07-25T18:19:35.125Z,1,6,Quiz_request,NA,English,ADAPTIVE_PRACTICE,Academic,1,1,1,2,Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill,,Completion Refusal | Unwanted Template Push | Correction Ignored,0.9500,11292,405,0.001937,"The session is academic with multiple requests for practice questions and test sets, including named chapters and speech-to-text input. The bot refused to generate full tests, which is appropriate but led to user dissatisfaction. The bot also used slotfill templates where a direct answer was more suitable, and it failed to fully address the user's correction, resulting in multiple failure tags and lowered scores."
864a0bcc-7fda-4d42-bcbd-b2d9e850bed2,2026-07-25T15:16:49.348Z,1,58,Small Talk,NA,English,NON_ACADEMIC,Non-academic,5,5,5,10,Academic | Non-CBSE Board | Not Math/Science | Specific Named Resource | Slotfill,,,0.9800,31217,302,0.004864,"The conversation is a comprehensive academic tutoring session focused on a non-CBSE state board curriculum with multiple subjects including Social Science and Tamil. The bot consistently provides relevant, accurate, and helpful responses without any failures or user dissatisfaction. Slotfill templates are used appropriately and do not cause user frustration or rejection."
b1347163-8450-401f-9cc7-a819d635449f,2026-07-25T11:35:03.865Z,1,21,Conceptual,NA,English,OUT_OF_DOMAIN,Academic,3,3,3,6,Academic | Not Math/Science | Speech to Text | Slotfill,,Unwanted Template Push,0.9500,17665,342,0.002855,"The conversation is academic with a focus on language and study plans, involving speech-to-text and slotfill modalities. The bot correctly addresses user needs but misuses TEST_PREP slotfill templates for out-of-scope requests, resulting in an unwanted template push. There are no critical failures like incorrect answers or context handling issues, but the slotfill misuse lowers the resolution and reliability scores."
d11321a1-784c-4c99-97e0-52a8cb5e9adc,2026-07-25T09:58:46.597Z,30967300,13,Small Talk,NA,English,NON_ACADEMIC,Non-academic,5,5,3,8.666666666666668,Academic | Class 5 and Below CBSE | Not Math/Science | Mock / Practice Questions | Slotfill,,,0.9800,11690,297,0.001932,"The conversation is an academic session focused on multi-subject practice questions for a 5th-grade student, including English and GK topics. The bot used a slotfill template appropriately and did not exhibit any failures or context issues. The user sentiment is neutral with no explicit frustration or corrections."
12812573-f788-487d-9d2f-2498b94d420d,2026-07-25T06:22:18.483Z,1,5,Small Talk,NA,English,NON_ACADEMIC,Non-academic,4,4,3,7.333333333333333,Non-Academic | Slotfill,,,0.9500,10563,184,0.001695,"The session is primarily non-academic with a reminder slotfill used appropriately. There are no evident bot failures or user dissatisfaction, so the scores reflect a mostly successful interaction with minor incompleteness due to the nature of the conversation."
