chatbot_sid,time,user_id,turns,category,course,language,pred,query_kind,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning
4d3e3d0f-f689-4434-af04-bd1821932b58,2026-07-27T17:08:57.978Z,1,7,Conceptual,Biology,English,SCIENCE,Academic,4,5,5,9.333333333333334,Non-Academic | Slotfill,,,0.9500,11125,195,0.001786,"The conversation primarily involves personal advice on sleep and daily routine, which is non-academic. The bot provides accurate and helpful responses throughout and uses a slotfill template appropriately at the end without any failures or user dissatisfaction. Therefore, the session scores high on all axes with no detected issues."
83ed17e7-6234-415f-9afb-2880313c71b8,2026-07-27T16:02:34.967Z,1,25,Conceptual,Chemistry,English,SCIENCE,Academic,5,5,3,8.666666666666668,Academic | Speech to Text | Slotfill,,,0.9500,12656,219,0.002030,The conversation fully resolves the user's academic questions with accurate and reliable answers. The bot uses speech-to-text and slotfill modalities appropriately without any detected failures. The user sentiment is neutral with no explicit frustration or corrections indicating dissatisfaction.
345d5155-4904-4862-adf2-1df20a0a9b2c,2026-07-27T18:18:23.961Z,1,6,Procedural,Arithmetic,English,MATH,Academic,5,5,3,8.666666666666668,Academic | Direct Response | Image Upload | Slotfill,,,0.9500,11632,221,0.001877,"The bot correctly understood and explained the math problem step-by-step, including switching to Hindi on request. The slotfill for reminder setting was appropriate and did not conflict with the user's academic intent. There are no detected failures or mismatches in the conversation."
d8a3a6de-e583-4377-a298-3ab625591282,2026-07-27T17:24:13.744Z,1,10,Small Talk,NA,English,NON_ACADEMIC,Non-academic,4,4,3,7.333333333333333,Academic | Outside School Level Questions | Specific Named Resource | Slotfill,,,0.9500,13658,246,0.002196,"The conversation is an academic session focused on microbiology and UPSC exam preparation, including personalized timetable suggestions. The bot uses slotfill templates appropriately without any evident failures or ignored corrections. The user sentiment is neutral with no signs of frustration or dissatisfaction."
c3e4c93f-e69e-44da-a81a-28f2f77c84d7,2026-07-27T16:30:09.834Z,1,32,Conceptual,NA,English,SCIENCE,Academic,5,5,5,10,Academic | Not Math/Science | Image Upload | Slotfill,,,0.9800,15289,250,0.002443,"The conversation is a clear academic tutoring session focused on English and math for a class 7 student, including image uploads and slotfill templates for homework. There are no detected bot failures or user dissatisfaction. The bot provides accurate, contextually appropriate, and helpful responses throughout."
71659ba3-52d3-41fb-afca-cd51fe633e09,2026-07-27T17:19:40.481Z,1,37,Procedural,Arithmetic,Hindi,MATH,Academic,5,5,5,10,Academic | Not Math/Science | Specific Named Resource | Image Upload | Speech to Text | Slotfill,,,0.9800,22389,302,0.003540,"The bot consistently provides accurate, clear, and helpful academic assistance throughout the session, including detailed explanations, homework assignments, and coaching plans. There are no evident failures in context handling, incorrect answers, or unwanted template pushes. The session includes multiple modalities and named resources, all handled appropriately."
130eed38-44aa-4dd5-9f4b-73f64952fae5,2026-07-27T16:02:06.287Z,30989757,3,Show Assignments,NA,English,ASSIGNMENT,Non-academic,2,2,2,4,Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Slotfill,,Unwanted Template Push | Completion Refusal,0.9500,10558,383,0.001814,"The session is academic with a focus on English literature practice questions from a named chapter. The bot used slotfill templates inappropriately and refused to answer the user's full request, resulting in moderate failures that lowered goal resolution and reliability. User sentiment is low due to implicit frustration from the refusal and template push."
f1f88538-7f2f-4ff6-8be2-003c7d4876ca,2026-07-27T18:16:37.889Z,30990886,4,Procedural,Arithmetic,English,MATH,Academic,1,1,1,2,Academic | Direct Response | Image Upload | Slotfill,,Unwanted Template Push | Correction Ignored | Image Gone Exception,0.9500,10631,365,0.001814,"The session is academic with image upload and slotfill usage, but the bot failed to respond initially to the image upload, causing an image gone exception. The bot also pushed a slotfill template when the user wanted a direct answer, and the user repeated the request without the bot properly resolving it, indicating correction ignored. These critical failures justify low scores on goal resolution and technical reliability, with moderate user frustration."
36c4247f-1371-40e0-ac97-b5cc130e2177,2026-07-27T16:39:19.788Z,1,3,Conceptual,NA,English,OUT_OF_DOMAIN,Academic,4,5,3,8,Academic | Slotfill,,,0.9500,10459,181,0.001677,"The bot provides relevant study advice and correctly uses a slotfill reminder for the user's note about school time. There are no evident failures or misunderstandings, and the user does not express frustration or correction. The session is coherent and technically reliable."
5e51bf93-e36a-4d4c-b64d-ee72786cbb73,2026-07-27T15:32:22.495Z,1,48,Conceptual,NA,Hindi,OUT_OF_DOMAIN,Academic,5,5,5,10,Academic | Slotfill,,,0.9500,19653,152,0.003039,"The conversation is a clear academic tutoring session focused on math concepts including arithmetic progressions and basic arithmetic. The bot provides accurate, relevant, and helpful explanations throughout without any failures or misunderstandings. The user expresses gratitude and positive sentiment, indicating successful resolution and satisfaction."
