"chatbot_sid","time","user_id","message_count","axis1","axis2","axis3","overall_score","category_tags","issue_tags","tags","reasoning"
"33c233b0-a272-4c09-9156-b30a1cd38690","6/2/2026, 9:21:15 PM","1","3","1","1","1","1","Slotfill","Error","Slotfill | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"2f158ac7-6c6d-45cc-a245-3ad297dd14e1","6/2/2026, 12:53:47 PM","1","8","1","1","1","1","Slotfill","Error","Slotfill | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"7ee7fd23-e1b8-4b0c-9cf5-cb57fc47fd6b","6/2/2026, 8:23:30 AM","1","19","1","1","1","1","Speech to Text | Slotfill","Error","Slotfill | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"ef74bdac-4852-43f9-b413-5f1d02a2886e","6/2/2026, 2:58:43 PM","1","14","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"d13d4d0d-328d-4485-bdd3-fb7da815ef12","6/2/2026, 7:47:36 PM","1","28","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"a555b219-7e35-42f8-b0c7-569271202848","6/2/2026, 12:03:56 AM","29196223","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"db186800-f19a-48c4-97ee-54274480ef12","6/2/2026, 10:57:55 PM","1","3","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"e0ef3efb-ba02-43fc-9308-317047e75812","6/2/2026, 10:48:24 PM","1","6","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"c6d0955b-2320-4500-b48c-8a880ebb5565","6/2/2026, 9:50:18 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"59814d31-0f16-4236-8b86-08ab16d702a7","6/2/2026, 9:45:08 PM","1","6","1","1","1","1","Image Upload | Speech to Text","Error","Image Upload | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"1f309fdc-43a2-4fd4-acc1-ca076660720e","6/2/2026, 9:40:22 PM","1","7","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"e85692a5-27a3-4927-8377-55799147a84d","6/2/2026, 9:24:04 PM","1","6","1","1","1","1","Image Upload | Slotfill","Error","Slotfill | Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"0eedf2fe-9f1d-461d-8a7b-f859d57e24bb","6/2/2026, 2:02:15 PM","1","6","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"03020367-db49-4c86-a137-ab46467d27d6","6/2/2026, 9:04:23 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"a1b0041e-d4c2-4a6c-b9aa-02bc78f62091","6/2/2026, 8:56:16 PM","1","8","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"a7d2f5b5-5e51-4137-a9ed-d8dd1aeae637","6/2/2026, 8:49:30 PM","1","8","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"b849eb4b-86ff-47cb-b5f9-ce73a836819d","6/2/2026, 8:46:53 PM","30469816","8","1","1","1","1","Image Upload | Slotfill","Error","Slotfill | Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"1724b1fc-df64-4db7-a977-aef758b8951d","6/2/2026, 7:49:33 PM","1","7","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"f449e14b-5e07-4bea-80d3-3612510c4872","6/2/2026, 1:34:29 PM","30457949","8","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"1d75c8b9-3d81-4796-b951-60af7bd7f580","6/2/2026, 8:36:26 PM","30469705","5","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
