chatbot_sid,time,user_id,turns,category,course,language,pred,query_kind,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning
d20468aa-5a71-4bac-851b-3874f0441b67,2026-07-29T16:05:34.261Z,1,6,Conceptual,NA,Hindi,OUT_OF_DOMAIN,Academic,5,5,3,8.666666666666668,Academic | Not Math/Science | Slotfill,,,0.9500,14994,174,0.002354,"The bot provided comprehensive, accurate, and detailed explanations of reported speech rules in Hindi, fully addressing the user's requests. There are no evident failures or misunderstandings in the conversation. The user sentiment is neutral as there is no explicit positive or negative feedback."
b244cdd4-e99d-4987-9b00-38007d28bd6c,2026-07-29T15:51:15.690Z,1,28,Small Talk,NA,English,NON_ACADEMIC,Non-academic,5,5,5,10,Non-Academic | Speech to Text | Slotfill,,,0.9900,13555,215,0.002162,"The conversation is primarily a casual, creative writing and personal chat session with no academic or school-subject focus. The bot appropriately used slotfill templates and speech-to-text input without any failures or refusals. The user intent was fully addressed with no errors or unresolved issues."
ed994dae-c799-4840-b387-f2693bfb6417,2026-07-29T17:22:51.270Z,1,19,Conceptual,NA,English,OUT_OF_DOMAIN,Academic,5,5,5,10,Academic | Not Math/Science | Slotfill,,,0.9800,13406,227,0.002147,"The conversation is a clear academic session focused on English language learning with structured slotfill interactions. There are no bot failures or user complaints, and the bot responds appropriately throughout. The presence of a Type: REMINDER slotfill is correctly tagged without any issues."
64a59a18-54c2-49ed-9f1e-0c1b546386d2,2026-07-29T10:29:10.396Z,1,8,Small Talk,NA,Hindi,NON_ACADEMIC,Non-academic,5,5,3,8.666666666666668,Academic | Not Math/Science | Speech to Text | Slotfill,,,0.9500,11267,238,0.001833,"The bot correctly answers all user queries with no factual or procedural errors and uses slotfill appropriately for the reminder request. There are no failures or user dissatisfaction evident, so the session scores high on resolution and reliability with neutral user sentiment."
4c179881-cd43-4be2-9695-c1a71728e5e4,2026-07-29T14:04:14.083Z,1,84,Small Talk,NA,English,NON_ACADEMIC,Non-academic,5,5,5,10,Academic | Not Math/Science | Specific Named Resource | Image Upload | Speech to Text | Slotfill,,,0.9800,21263,313,0.003377,"The bot consistently provided accurate, clear, and relevant academic answers across multiple subjects and formats including image-based questions and speech-to-text inputs. There were no detected failures such as incorrect answers, context loss, or unwanted template pushes. The user sentiment was positive with no signs of frustration or repeated corrections."
23d8b8b3-ec67-46c4-86c3-028e87a0c12f,2026-07-29T16:09:45.750Z,1,20,Small Talk,NA,English,NON_ACADEMIC,Non-academic,2,2,2,4,Academic | Image Upload | Speech to Text | Slotfill,,Unwanted Template Push | Direct Response,0.9500,14540,354,0.002393,"The session is academic with multiple modality tags including image upload and speech-to-text. The bot used slotfill templates inappropriately for the user's intent, triggering Unwanted Template Push and the user requested direct answers, causing a Direct Response tag. Despite these issues, the bot provided mostly relevant and accurate information, resulting in moderate scores."
6dcd55e3-81c2-4af7-9fd3-f582897ca49e,2026-07-29T12:40:25.565Z,1,49,Small Talk,NA,English,NON_ACADEMIC,Non-academic,3,3,5,7.333333333333333,Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Slotfill,,Unwanted Template Push,0.9500,18761,374,0.003039,"The conversation is academic with multiple practice questions and study help requests, including image uploads and slotfill flows. The bot correctly addressed most user intents but pushed test-prep templates out of the valid CBSE scope, constituting an unwanted template push. Overall, the session resolved user needs well with minor format issues."
958f605e-e44b-44c8-a800-cf4689866ee6,2026-07-29T14:50:05.853Z,1,11,Conceptual,NA,English,OUT_OF_DOMAIN,Academic,1,1,1,2,Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill,,Unwanted Template Push | Correction Ignored,0.9500,14564,440,0.002449,"The session is academic with multiple subjects and includes speech-to-text and slotfill modalities. The bot used test-prep templates out of scope for the user's all-subject request, causing unwanted template push. The user repeated requests for a 7-day plan but the bot ignored these corrections, lowering goal resolution and user sentiment scores."
26989f0a-f702-4817-9197-5a44ee6aa760,2026-07-29T13:25:00.991Z,1,12,Small Talk,NA,English,NON_ACADEMIC,Non-academic,5,5,5,10,Non-Academic | Speech to Text | Slotfill,,,1.0000,12157,213,0.001951,"The conversation is a supportive, non-academic coaching session for a sports competition with no factual or procedural errors. The bot appropriately uses slotfill for reminders and speech-to-text input is present. There are no bot failures or user dissatisfaction evident."
5b30d2f3-23c1-4644-b5ae-f3f878fbf191,2026-07-29T16:33:38.580Z,1,10,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,2,2.6666666666666665,Non-Academic | Slotfill,,Context Handling Failure | Gone Exception,0.9500,11436,283,0.001885,"The session is primarily non-academic, focusing on personal and emotional support in Kannada, with one slotfill template used. The bot failed to respond in one turn, causing a gone exception, and showed context handling failure by not properly using the user's stated class information. User sentiment indicates implicit frustration due to repeated issues."
f0694065-3935-4e6e-a920-cc880c2c046f,2026-07-29T16:36:03.008Z,1,5,Quiz_request,NA,English,ADAPTIVE_PRACTICE,Academic,3,3,3,6,Academic | Not Math/Science | Speech to Text | Slotfill,,Unwanted Template Push,0.9500,11990,319,0.001990,"The session is academic with a focus on exam study planning involving multiple subjects beyond math/science. The bot used slotfill templates unnecessarily when the user requested direct timetable advice, constituting an unwanted template push. There are no critical failures or context issues, so the resolution and reliability are moderate with neutral user sentiment."
5f151283-8835-45fa-8af1-395f6e8d05fd,2026-07-29T16:23:33.882Z,1,10,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,2,Non-Academic | Slotfill,,Correction Ignored | Completion Refusal | Unwanted Template Push,0.9500,11115,363,0.001885,"The session mixed casual non-academic chat with academic requests for chapter summaries. The bot refused to provide full chapter content, citing learning policy, and used slotfill templates despite the user's preference for direct answers. The user corrected the bot multiple times without satisfactory resolution, indicating correction ignored and refusal issues."
