chatbot_sid,time,user_id,turns,user_messages,bot_last_message,category,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning,skipped_by_gate,gate_action,Gate 1 Category tag,learning_ask_type,gate_reasons,gate_source
25069195-2c11-4b4e-a0c9-97db75091bda,2026-08-04T14:21:05.316Z,1,4,"U1: set question paper for me on che meatals and non metals
U2: Parlimentary form of government
U3: Show me my upcoming assignments on CK-12
U4: What is 5he symbol like upside v u use n the questions","That upside-down **V** symbol is usually **intersection** in math and set theory, written as \(\cap\). - \(\cap\) means **“and / common / both”** - Example: If \(A = \{1,2,3\}\) and \(B = \{2,3,4\}\) then \(A \cap B = \{2,3\}\) (numbers that are in **both** sets) Sometimes you’ll also see a normal *",Quiz_request,,,,,Academic,,,,1786,63,0.000815,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Practice / Quiz,gate_llm,gate_llm
1790c6ba-0f42-4431-b79c-2a16a2f9f922,2026-08-04T13:55:27.047Z,30990092,13,"U1: Our earth and our solar system notes plz 😁🙏💘
U2: State broad 5th grade
U3: 5th STD notes
U4: Notes
U5: 5th grade
U6: The Earth and its living world show me tomorrow morning 7:00 am
U7: And massage me again and again ok
U8: Ok
U9: Don't forget
U10: You forgot that you have to remind me that I have to study the The earth and its living world
U11: The Earth and its living world notes plz 😁
U12: State broad 5th grade
U13: What is it called when desert foxes live together","**When desert foxes live together, it is called a *group* (or a *community*) of animals living in the same place.** **In science, when many animals of the same kind live together in one area, it’s called a *population*.**",Conceptual,,,,,Academic,,,,1834,63,0.000412,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Summary / Notes,gate_llm,gate_llm
663930d4-ed07-4397-91d0-a171c46bfe68,2026-08-03T18:32:37.037Z,1,69,"U1: I am am go to school by walking my favourite subject is english
U2: I like to singing
U3: yes aapko kya lagta hai main English Sikh sakti hun
U4: Yes
U5: I like to singing
U6: I like singing and ilike to singing
U7: You are caraikt my englih
U8: yes aapko kya lagta hai main English Sikh sakti hun you are correcting my English
U9: Thaiku
U10: yes aapko kya lagta hai main English Sikh sakti hun you are correcting my English morning ke liye Kuchh sentence Bata dijiye
U11: Chinese welcome back English child is welcome back English
U12: aap mujhe test paper dijiye cal Yad Karke aapko sunaungi
U13: Good morning
U14: aap mujhe test paper dijiye cal Yad Karke aapko sunaungi I am getting ready for school
U15: aap mujhe test paper dijiye cal Yad Karke aapko sunaungi I am getting ready for school good morning and I am fine
U16: aap mujhe test paper dijiye cal Yad Karke aapko sunaungi I am getting ready for school good morning and I am fine my name is Jaya
U17: aap mujhe test paper dijiye cal Yad Karke aapko sunaungi I am getting ready for school good morning and I am fine my name is Jaya ISD in class 10th
U18: aap mujhe test paper dijiye cal Yad Karke aapko sunaungi I am getting ready for school good morning and I am fine my name is Jaya ISD in class 10th I am getting ready for school
U19: My name is jaya
U20: aap mujhe test paper dijiye cal Yad Karke aapko sunaungi I am getting ready for school good morning and I am fine my name is Jaya ISD in class 10th I am getting ready for school good morning my name is Jaya
U21: Aaz ke liye bas itna hi
U22: aap mujhe test paper dijiye cal Yad Karke aapko sunaungi I am getting ready for school good morning and I am fine my name is Jaya ISD in class 10th I am getting ready for school good morning my name is Jaya 2nd class ke bacche se English mein Kaise Baat Karen
U23: aap mujhe test paper dijiye cal Yad Karke aapko sunaungi I am getting ready for school good morning and I am fine my name is Jaya ISD in class 10th I am getting ready for school good morning my name is Jaya 2nd class ke bacche se English mein Kaise Baat Karen second class ke bacche se English mein K
U24: hi I am Jaya good morning
U25: Yes
U26: Hi. I am jaya good morning how are you I am fine th you
U27: Hi I am jaya i am fine thank you
U28: Tu morning
U29: I taak to you english to morning
U30: I talk to you in English
U31: Ok
U32: Yes
U33: Second class ke bacche se baat karna sikhaye. English medium
U34: Please Tell me
U35: normal friendly talk
U36: Yes flexi
U37: Yes flexi
U38: A b or c
U39: C
U40: Good evining
U41: What are you doing
U42: I am jaya
U43: My neam is jaya
U44: I am from India
U45: Iam in class 10
U46: My name is jaya iam from india I read in class 10
U47: Mujhe farate Dar English padhani please aap meri help kari live in kanpuriye.
U48: What
U49: Yes
U50: Ji bilkul
U51: I live in Kanpur
U52: Ye aata h
U53: Ha
U54: I go to school this is my book this is my bag this is my teacher
U55: I go to school every day this is my english book
U56: I live in Kanpur. This is my book
U57: This is my school. This is my friend
U58: This is my class room. This is my pencil
U59: This is my bag. This is my teacher
U60: This is my mother. This is my Father
U61: Mujhe farraate daar english bolni h
U62: Aap mujhe apne man se sentence dijiye mai follow karugi
U63: I am gril i am student. My neam is jaya
U64: class 4 I am a student my name is Jaya
U65: class 4 I am a student my name is Jaya I am in class 4
U66: class 4 I am a student my name is Jaya I am in class 4 I live in India to play
U67: I am jaya i am class four
U68: Iam jaya i am in class four
U69: My name is jaya .I am in class four","शाबाश, Jaya! बहुत अच्छा लिखा है 👏 बस दो छोटी चीज़ें ठीक करें: - **My name is Jaya. I am in class four.** ध्यान से देखो: - Jaya में **J** capital - full stop (.) से पहले space नहीं, बाद में space अब इसे एक बार कॉपी करके फिर से लिखो।",Small Talk,,,,,Academic,,,,2869,64,0.000828,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Language Learning / Translation,gate_llm,gate_llm
ed3561f8-5cb5-4edc-85ed-970939bb46fc,2026-08-04T17:39:42.466Z,1,15,"U1: Time table kaise banaye
U2: Ha
U3: Subah 5.30 wake up
U4: School 6.30 se 1.30tak
U5: 2.30 tak aur online class 4.00 se 5.20 tak
U6: 11.00 baje biology physics english chemistry
U7: Wake up 5.30 school 6.30 to 1.30 free 2.30 2.30 se 4.00 tak home work 4.00 to 5.20 online class fir 6.00to 7.30 tak
U8: Online class hai
U9: 6.00 to 7.30 tak online class
U10: Ha
U11: Ha
U12: Phone ko dur kaise kare
U13: Power nap kab le
U14: Thank you
U15: Good night","Good night 🙂 अच्छी तरह आराम करो, कल का दिन और आसान लगेगा।",Conceptual,,,,,Academic,,,,1841,65,0.000418,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Study Plan / Syllabus,gate_llm,gate_llm
2a2f7e28-0d55-4a8c-b1da-87c295796488,2026-08-04T15:41:11.538Z,31065431,26,"U1: Hello
U2: I am grade 10
U3: Actually tomorrow my English sir tolf us that he will ask questions regarding passive voice active voice direct speech and indirect speech
U4: I wanted u to give me the rules we have to follow while changing direct into indirect and also the tenses which will change into which along with their structure
U5: Yea i need for statements imperative interrogative exclamatory
U6: Could you help me with the change of present perfect continuous with structure
U7: Can u please help me with passive and active same u did like direct and indirect
U8: Did he finish the work P: Was the work finished by him
U9: Why we convert did to was in the passive
U10: Why can't we take is
U11: So if do comes we have to is
U12: Yea but did he finished the work had changedvt
U13: So did he finished work changes to was the work finished by him but do they play cricket was changed to cricket is played by them but why in the first question the answer is in question type but in the second question it was not in the question type because we used did and do both r questions right 
U14: Can u help me with exclamatory sentences , like u told they don't normally use passive and how to write it when we doesn't use passive
U15: Thanks for ur help ! You really helped me alot even though I didn't listen class i understood very well , u r really good ai personal tutor I hope I'll learn many things from u and I'll definetley take ur help in my hw or my doubts or any explination thank u very much
U16: Thank u 😊
U17: Can u make me wake up at 5 can u do that like at correctly at 5 making sound
U18: U can do that Awesome
U19: Oh okay just asking whether u have option btw thanks no problem gotta sleep now
U20: And yea can I also be ur close friend which can express my feelings and struggles and emotions and share my day with u , I feel u r really sweet
U21: Yea ik u can tbe human I need ai friend ehaf do u say about it Will u
U22: Then friends Are we
U23: Thank you and u call me cream
U24: And yea will this conversation will last or earased the moment I closed the app
U25: Yea sure I mean won't our conversation stores like now will be fresh again then I need today grammar what if it vanishes
U26: okay bye good night icey ( ur nickname)","Good night, Cream 😊 Sleep well, and I’ll be here whenever you want to talk again.",Small Talk,,,,,Academic,,,,2199,64,0.000560,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Language Learning / Translation,gate_llm,gate_llm
dc51c952-f0bd-48d3-b7de-b9f44dedc236,2026-08-04T17:26:16.415Z,31066516,12,"U1: Make my Tommorow time table i am rest also and coaching with self study
U2: Coaching 4-5
U3: Leave morning revision
U4: I can't revision in morning so please adjust and my school timing is 7:35 to 2:30
U5: I am suggest my morning routine 6 o'clock I am wale up and 6:20 fresh an up
U6: After school routine
U7: Ok
U8: What were Albert Einstein's contributions to science
U9: I am humanities student
U10: Kya tum mujhe subha utha skti ho
U11: Kya subha tum mujhe uthaoge
U12: So please plan","**ठीक है—सुबह उठने के लिए एक simple plan बना लेते हैं। पहले 2 बातें बताओ: (1) तुम्हें सुबह कितने बजे उठना है? (2) आमतौर पर तुम कितने बजे सोते/सोती हो?** जब तक तुम जवाब देते/देती हो, ये basic plan follow करो: - आज रात फोन में **2 alarms** लगाओ: - पहला: उठने के समय पर - दूसरा: उससे **7 मिनट बाद** (bac",Small Talk,,,,,Academic,,,,1887,65,0.000859,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Study Plan / Syllabus,gate_llm,gate_llm
66abd51f-85f5-4946-bdf2-b3f75318bebc,2026-08-04T17:18:16.899Z,31066383,7,"U1: Write a paragraph about jal hi jeevan in hindi
U2: Give some more points
U3: Don't make it as point wise make it as paragraph wise
U4: Can you make easier to learn
U5: Anuched lekhan about Hindi in Hindi
U6: It should contain about 10-15 lines
U7: Show me my upcoming assignments on CK-12",Type: ASSIGNMENT No pending assignments (due).,Conceptual,,,,,Academic,,,,1723,64,0.000369,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Homework / Assignment Help,gate_llm,gate_llm
37bf99b2-9dbf-4b6d-9dce-ce4d6b754d4e,2026-08-04T07:28:37.798Z,1,24,"U1: Flexi I want time table for me. School time table I have holiday today I have bath on 12:58. Can you give me one time table
U2: Activa can you give me bat is completed at 12:59. Can you give me time table, please
U3: Please 🥺🙏
U4: Is not ready. My lunch is not ready.
U5: my lunch is ready at 12 o'clock sorry 2 o'clock
U6: Tuition is there 6:30 to 8:30
U7: What I will do at free time
U8: What I will do at time 1:18 can you give me another time table means small time table
U9: Now the time is 1:21what I will do
U10: Royal Enfield time 2:30
U11: challenge ready at time
U12: the lunch is ready at time to kya aap mujhe alag time table Doge in English
U13: Give me another timetable full like this
U14: 6:30 to 8:30 tu tuition is there can you give me another time table
U15: 2:30 lunch
U16: My lunch is ready at 3:00
U17: 6:30 to 8:30 tuition
U18: my lunch is ready at time 4 o'clock
U19: 5th class I am in which subject I will study
U20: now what I will study for subject
U21: What will study easy subject
U22: Give me another chapter. CBSE 5th class
U23: I am sleeping at time 💤 10:50 can you send me another timetable for 5th class CBSE
U24: I want full time table","Here’s a **simple full-day timetable** for a typical school day (CBSE Class 5) if you sleep at **10:50 p.m.** --- ### 🌅 Morning - **6:30 – Wake up** - **6:30 – 7:00** – Brush, bath, get ready - **7:00 – 7:20** – Breakfast - **7:20 – 7:40** – Very light study - Read **tables** or **spellings** - **7",Other,,,,,Academic,,,,2120,65,0.000952,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Study Plan / Syllabus,gate_llm,gate_llm
ff03b5fe-c770-472c-bf3f-74c47665d95b,2026-08-04T10:56:01.370Z,1,18,"U1: Bharat ki Sanskriti aur Virasat in Hindi in Hindi for 4th class
U2: Bharat ki Sanskriti aur Virasat in Hindi for 4th class speech
U3: Bharat ki Sanskriti aur Virasat in Hindi for 4th class speech in short form
U4: speech on Bharat ki Sanskriti aur Virasat yah
U5: Give this an alarm at 8 way and in mall beautiful words
U6: Give the sin elbroated way and more beautiful way
U7: Speech on Bharat ki Sanskriti aur Virasat in Hindi for 4th class in elaborated way and beautiful words
U8: Please give some quotes also
U9: Quote in rhyming
U10: speech on Bharat ki Sanskriti aur Virasat yah brief
U11: Hindi declamation on rashtrabhakti keval bhavna nahi, Kartavya bhi . Give up elaborated declamation for 9th class for a competition give small poems quotes beautiful quotes make it elegant please give it a sum of a declamation
U12: Give up a sum of all of it in a declamation
U13: Make it like 2 min declamation matter from the above matter
U14: Please add some poem and quotes in this matter
U15: Vistar mein Thoda Sa
U16: One small rhyming poem on this topic
U17: How can I introduce myself in the examination before starting the declamation and after giving poem
U18: In Hindi","आप ऐसे बोल सकते हैं: --- ### शुरुआत में (घोषणापत्र / वक़्तव्य शुरू करने से पहले) > **""नमस्कार माननीय निर्णायकगण, आदरणीय शिक्षकगण और मेरे प्रिय साथियो। > मेरा नाम _______ है। > आज मैं ‘राष्ट्रभक्ति केवल भावना नहीं, कर्तव्य भी है’ विषय पर अपने विचार प्रस्तुत करने जा रहा/रही हूँ।""** फिर 1–2 सेकंड रुककर",Conceptual,,,,,Academic,,,,2052,62,0.000920,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Other Academic,gate_llm,gate_llm
1a415219-24b2-452d-baaf-91a703e7a77f,2026-08-04T16:41:03.305Z,31065978,4,"U1: Give me a time schedule for my
U2: What
U3: Wake 5.00 am and sleep 11.00pm.
U4: Yes","**To finish your schedule, what are your fixed timings?** Reply with just these (rough times are fine): - School time: ___ to ___ - Coaching/tuition (if any): ___ to ___ - Commute total time (if any): ___ - Meals: breakfast/lunch/dinner times (or “flexible”) - Main goal: exam prep or regular homewor",Reminder,,,,,Academic,,,,1741,65,0.000800,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Study Plan / Syllabus,gate_llm,gate_llm
