chatbot_sid,time,user_id,turns,category,course,language,pred,query_kind,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning
6f4c2f86-8b4d-45a4-93e6-ccbf8f9167ea,2026-07-18T13:57:44.633Z,1,24,Conceptual,NA,English,OUT_OF_DOMAIN,Academic,5,5,5,10,Academic | Not Math/Science | Image Upload | Speech to Text | Slotfill,,,0.9800,16564,252,0.002636,"The bot consistently provides accurate, relevant, and helpful academic responses across multiple subjects and modalities, including language learning and chemistry. It properly handles image uploads and speech-to-text inputs without any failures or misunderstandings. There are no detected issues with context, correctness, or template misuse."
04a1258f-3821-4284-88b3-ef1cf377d79a,2026-07-18T14:09:17.345Z,1,15,Lesson_request,NA,Gujarati,LEARNING_WORKFLOW,Academic,5,5,3,8.666666666666668,Academic | Not Math/Science | Slotfill,,,0.9500,13534,222,0.002163,"The conversation is an academic session focused on English reading skills with no evident bot failures. The only structured slotfill is a reminder template at the end, which fits the context and does not cause any issues. User sentiment is neutral with no signs of frustration or complaint."
2d1ba179-4aa4-4552-9cd6-002dcec95c2b,2026-07-18T12:02:07.096Z,1,20,Small Talk,NA,English,NON_ACADEMIC,Non-academic,2,2,3,4.666666666666667,Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill,,Unwanted Template Push,0.9500,11181,360,0.001893,"The session is academic with a focus on science practice questions and includes speech-to-text and slotfill modalities. However, the bot's use of a Type: TEST_PREP slotfill was not fully aligned with the user's request format, constituting an unwanted template push. There are no other critical failures, and the user sentiment is neutral."
6c8b38cc-dfb3-48a3-bfd7-1ab0065dce5e,2026-07-18T15:59:12.915Z,1,14,Procedural,Algebra,English,MATH,Academic,1,1,2,2.6666666666666665,Academic | Mock / Practice Questions | Image Upload | Slotfill,,Incorrect Answer | Unwanted Template Push,0.9500,13682,376,0.002278,"The session is academic with multiple practice questions and image uploads, but the bot made a critical factual error in solving question 2 and pushed a test-prep template when the user wanted direct answers. These failures reduce goal resolution and reliability, and the user re-asked for clarifications indicating some frustration."
107865d0-d28d-4962-9584-807903a96412,2026-07-18T17:41:26.087Z,1,20,Reminder,NA,Hindi,REMINDER,Non-academic,1,1,2,2.6666666666666665,Academic | Non-CBSE Board | Specific Named Resource | Direct Response | Image Upload | Slotfill,,Unwanted Template Push | Level/Board Mismatch | Image Gone Exception,0.9500,15515,482,0.002616,"The session is academic with a focus on UP Board math topics and includes image uploads and slotfill templates. The bot incorrectly pushed CBSE-style TEST_PREP templates despite the user naming a non-CBSE board, causing a level/board mismatch and unwanted template push. Additionally, the bot failed to respond to an image upload, resulting in an Image Gone Exception. User sentiment is neutral with no explicit frustration."
7b02036c-42a1-437c-8d56-d279e0b93fc1,2026-07-18T14:38:38.575Z,30887664,38,Procedural,Algebra,English,MATH,Academic,2,2,3,4.666666666666667,Academic | Image Upload | Speech to Text | Slotfill,,Image Gone Exception,0.9500,25379,257,0.003961,"The conversation is an academic math help session with image uploads and speech-to-text inputs. The bot generally provides correct and clear explanations, but it failed to respond to one image-uploaded question set, causing an image gone exception. Overall, the session is helpful with minor technical failure but no major conceptual errors."
25052336-592d-46d1-a309-5737f0c94632,2026-07-18T12:17:20.821Z,1,27,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,2,2.6666666666666665,Academic | Mock / Practice Questions | Specific Named Resource | Speech to Text | Slotfill,,Unwanted Template Push | Class Mismatch,0.9500,14092,406,0.002357,"The session is academic with math practice and exam prep requests, including speech-to-text inputs and slotfill usage. The bot incorrectly pushed a TEST_PREP template for a full question paper request, which is out of scope, and there is a class mismatch in the slotfill content. These critical issues reduce goal resolution and reliability, and user sentiment indicates some implicit frustration."
88753143-c7ad-4180-bc90-419caa87a97a,2026-07-18T09:37:34.476Z,1,8,Quiz_request,NA,English,ADAPTIVE_PRACTICE,Academic,1,1,2,2.6666666666666665,Academic | Not Math/Science | Mock / Practice Questions | Specific Named Resource | Slotfill,,Unwanted Template Push | Class Mismatch,0.9500,11560,419,0.001985,"The session is academic with multiple subject practices including English and math/science. The bot used structured TEST_PREP templates inappropriately for English and did not fully align the practice content with the user's stated class, causing out-of-scope template pushes and class mismatch. These issues lowered goal resolution and technical reliability, with some implicit user frustration due to repeated re-asks and indirect corrections."
a67e8173-fa4e-4b54-8b78-3fc427339f13,2026-07-18T13:54:26.214Z,1,30,NA,NA,English,OUT_OF_DOMAIN,Academic,5,5,5,10,Academic | Image Upload | Speech to Text | Slotfill,,,0.9900,19883,216,0.003112,"The bot consistently provides accurate and complete answers to all user queries, including image-based questions and speech-to-text inputs. There are no detected failures or issues in context handling, answer correctness, or response format. The session fully meets the user's academic needs with clear, reliable, and relevant responses."
4f3e1baf-c25a-4937-8c7a-a3527d308bf7,2026-07-18T06:34:43.025Z,30833924,17,Small Talk,NA,Hindi,CHAT,Academic,5,5,5,10,Academic | Slotfill,,,0.9500,14408,175,0.002266,"The conversation is a clear academic tutoring session focused on class 10 math board exam preparation using slotfill templates for reminders. The bot provides accurate explanations, corrects user mistakes politely, and supports learning without any failures or misunderstandings."
