chatbot_sid,time,user_id,turns,user_messages,bot_last_message,category,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning,skipped_by_gate,gate_action,Gate 1 Category tag,learning_ask_type,gate_reasons,gate_source
664b57d1-b2f2-4dae-9032-161cec3d365d,2026-08-18T17:48:03.276Z,1,25,"U1: Hloo
U2: Okay in any other things
U3: My half yearly exams are coming
U4: I'm in 7 standard
U5: It's from 14 aug
U6: What today daye
U7: It's from 24 my bad
U8: Computer which is 30 marks
U9: And my maths exams is on 7 September
U10: Which is ticked A photograph of a geometry book's contents page with handwritten marks and checkmarks beside several chapters, including chapters on angles, points, intersecting lines, perimeter, and fractions.
U11: Make my routine to study
U12: 7 am to 2 am school
U13: 2 pm 3-9 sleep 9 pm to 12 pm study 12:30 slepp am
U14: Hmm I have so much syllabus I'm sleepy now
U15: I'm not going school tomm is Wednesday
U16: And there is Friday Saturday football playing in the society also with friends
U17: Alll umm...
U18: Ok tell me tomm Routine i. Will wake eup at 11 am
U19: Tell
U20: I'm going to football only one friday and saturday night at 9:30 pm
U21: Okay but it's so less study in a day
U22: On weekends I slept at 1 am something
U23: Actually after playing football i don't have enough energy so ic ant stidy
U24: Now leave football I will tell u later when it's dya of football ⚽
U25: It's Tuesday 11;40 pm now I'm going to sleep 😭😴","Totally okay, it’s late and you’re tired. Sleep is more important now than studying. Since it’s already **11:40 pm on Tuesday**: - Just **go to bed** now, no more phone or chatting - Try to **wake at your usual time** tomorrow - In the morning or after school, we can plan a **small, realistic study ",Small Talk,,,,,Academic,,,,2052,65,0.000502,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Study Plan / Syllabus,gate_llm,gate_llm
6eb77569-ce28-410c-9317-6ea75a7a06bf,2026-08-18T13:30:47.522Z,31258131,2,"U1: Give me handwritten notes of this paragraph with proper understanding and add imp points that imp for exams and also notes are in very detail The image shows a chemistry textbook paragraph about ionization enthalpy, including its definition, periodic trends across periods and down groups, and factor
U2: Show me my upcoming assignments on CK-12",Type: ASSIGNMENT No pending assignments (due).,Conceptual,,,,,Academic,,,,1706,63,0.000783,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Summary / Notes,gate_llm,gate_llm
2f051408-1940-4c9f-8f4d-f24f33f69971,2026-08-18T09:32:42.255Z,1,16,"U1: What is the Newtown's first law of motion
U2: Can you explain in short
U3: I'm in icse
U4: Ask some questions
U5: For first question is 50 km/h
U6: Can you help me to solve next one
U7: Can you explain me acceleration with a example
U8: Answer of questions 3 is 2 m/s^2
U9: Questions 4 answer is 3 m/s^2
U10: Sorry I Read the question in wrong way
U11: Questions 5 answer is 5 m/s^2
U12: Can you please help me to solve questions 4,5,and 6 I cannot solve it
U13: 4.A body starts from rest and acceleration 2m/s^2 for 6s. Find the final velocity.
U14: Thank you l will take a break can you notify me after 5h
U15: Can you please help me to read and memories all subjects and take a revision
U16: I will read and memories all subjects like geography, history, computer, physics, biology, chemistry, maths my class is 9 board ICSE","You can remember all these subjects much faster if you **rotate them smartly** and revise in short repeats, instead of trying to “finish everything” in one go. **Before I make a plan:** how many hours can you study on a normal day (and on weekends)? Meanwhile, use this ICSE Class 9 routine: **1) Dai",Conceptual,,,,,Academic,,,,1951,65,0.000884,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Study Plan / Syllabus,gate_llm,gate_llm
a73f0bfe-88df-475e-a1ab-cb23c63233ba,2026-08-18T15:28:44.265Z,1,9,"U1: hii i want to help u in my studys
U2: now I want u to explain me social for today
U3: I am class 10th and CBSE
U4: can u explain me this chapter clearly with full explanation from starting till ending I want u to explain me properly and detail ly
U5: can u prepare me a test
U6: can u keep me social test
U7: the topic that we are talking about right now
U8: not male reproducing on social geo resources and development
U9: can u conduct me this test tomorrow",Type: REMINDER Task: conduct me this test Time: tomorrow Time: 2026-08-19 09:00:00 / tomorrow,Small Talk,,,,,Academic,,,,1783,63,0.000814,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Practice / Quiz,gate_llm,gate_llm
fa95d83a-2e7b-445d-9fd9-6432fe42a23a,2026-08-18T16:12:46.056Z,1,7,"U1: How to score excellent marks in subjects
U2: I am in class11 science state syllabus
U3: I forgot chapters I want to remember what can I do , I forget by some hours later
U4: Make a time table plan for cover subjects revision , workout questions
U5: In weekands expect Tue i can study 5:30- 10:00
U6: in Monday to Friday I can study on 32 aur evening 5:30 to at 10:00 p.m. into stay I can study in into stay I can study on 8 - 10:00 pm . In sat I am full free and in Sunday ican study 8:00 to 10:00 pm
U7: Mon to Fri only 5:00 to 10 00 pm",Type: REMINDER Time: Mon to Fri only 5:00 to 10:00 pm Time: 2026-08-24 05:00:00 / Mon to Fri only 5:00 to 10:00 pm,Conceptual,,,,,Academic,,,,1848,65,0.000421,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Study Plan / Syllabus,gate_llm,gate_llm
33466de7-f734-44b1-9fd4-05a33938ba29,2026-08-18T15:57:38.209Z,1,10,"U1: please mujhe kuch kaam Yaad karwa sakte hain
U2: Hi
U3: Mera half yearly ka exam hai class 7 ka 1 September ko
U4: First science ka hai
U5: Expt. No \( \_\_\_\_ \) Page No \( \_\_\_\_ \) Chapter-1 The Even Evalving world Texual Quesians (Pgno 1) of scienu: Q1. What are some emample of What the welld of science covers? Ansl: Tiny cells in side a leas, the movernot of can and stass ard dicusing for wase flow undergrand. Q.2. What spacial 
U6: Exp. No. \( \_\_\_\_ \) Page No Chapter-1 Page No Page No Page No Page No \( \_\_\_\_ \) F The Even Evolving world Texual Qualfors (gne 1) of scienu: (11.- What are some enomple of What the welld of science covers? Anst- Ting alls in side a leaf, the mavernent of can and stors ari. discoing to was f
U7: yaar dekh lo na Tum To
U8: Tera to drama hi ni khatam ho raha google gemini acha hai tera se to
U9: Abe tu nikal
U10: Gemini se lunga gawab to mai ab tu nikal","ठीक है 🙂 अगर कभी आगे चलकर तुम्हें किसी chapter, सवाल या रोज़मर्रा की किसी बात में मदद चाहिए हो, तो मैं यहीं हूँ मदद के लिए।",Reminder,,,,,Non-Academic,,,,1970,62,0.000887,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
fd7aa1ed-b4bc-4e33-bb37-af4b4932833b,2026-08-18T12:08:50.472Z,1,3,"U1: Hello flexi my name is Vani Kumari I study in class 7 what do you teach me
U2: Please mera time table banaa dijiye cal ka jab Wednesday ka school Shubh morning se
U3: What is meaning of stunning","**“Stunning”** ka meaning hota hai: - **Bahut hi khoobsurat / dil ko hairaan kar dene wala** (very beautiful, amazing) - **Hairat-zada kar dena** (surprising) **Example:** *She looks stunning in that dress.* = Woh us dress mein bahut khoobsurat lag rahi hai.",Small Talk,,,,,Academic,,,,1758,62,0.000802,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Other Academic,gate_llm,gate_llm
c55610f9-cc98-4721-99ff-dcdfe2d8914a,2026-08-18T14:21:05.986Z,31183988,12,"U1: How can I get 10 on 10 in my upcoming unit test of science
U2: I am ready
U3: Concept
U4: 1
U5: Make me a study table
U6: All subjects, Monday to Friday, 7:00pm to 9:pm and with home works
U7: I mean make a study table
U8: Science, Social
U9: Wait not only Science and Social there are also many subjects for me like Sanskrit, Kannada, Maths, English.
U10: Ok make a 14 day study table
U11: Session 1 at what timing and session 2 at what timing
U12: In study table",Here’s your **14‑day study table with timings**. I’ll use **Session 1 = 7:00–7:50 pm** and **Session 2 = 8:00–8:40 pm** every day. | Day | Time | Subject & Focus | |---|---|---| | **Day 1** | 7:00–7:50 | Maths – practice sums | | | 8:00–8:40 | Science – read lesson + 5 Q&A | | **Day 2** | 7:00–7:50 ,Quiz_request,,,,,Academic,,,,1899,65,0.000864,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Study Plan / Syllabus,gate_llm,gate_llm
bd011715-30bc-46ef-bb36-258f55eb9861,2026-08-18T14:38:24.080Z,1,3,"U1: 1
U2: Show me my upcoming assignments on CK-12
U3: What is photosynthesis","**Photosynthesis is the process where green plants use sunlight to make their own food.** They take in **carbon dioxide** from the air and **water** from the soil, and using light energy they make **glucose (sugar)** for energy and growth, and they release **oxygen** into the air. Would you like me ",NA,,,,,Academic,,,,1721,62,0.000788,Skipped full rating by Level-1 gate: gate_llm,1,skip,Academic,Concept Explanation,gate_llm,gate_llm
a846cc9a-3abb-407e-80e3-77e32de20e77,2026-08-18T14:33:40.550Z,31260040,5,"U1: Snd a time table for me
U2: Send a time table for me
U3: Yes
U4: Change wake up timing add 8:30
U5: Change wake up timing add 8:30",Type: REMINDER Task: Change wake up timing Time: 8:30 Time: 2026-08-18 08:30:00 / 8:30,Reminder,,,,,Non-Academic,,,,1714,62,0.000785,"Skipped full rating by Level-1 gate: gate_llm, non_academic_or_gibberish_skip",1,skip,Non-Academic,,gate_llm | non_academic_or_gibberish_skip,gate_llm
