chatbot_sid,time,user_id,turns,category,course,language,pred,query_kind,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning
a97b1448-4b1c-4815-9e90-b42d27a7dbbb,2026-07-26T17:22:48.020Z,1,26,Small Talk,NA,English,NON_ACADEMIC,Non-academic,5,5,5,10,Non-Academic | Speech to Text | Slotfill,,,0.9800,11546,201,0.001852,The conversation is primarily non-academic with casual chat and personal interaction. The bot correctly handles speech-to-text inputs and slotfill reminders without any failures or user dissatisfaction. There are no bot failures or issues detected.
d32b9941-8a89-48ce-8c0a-b800223aab04,2026-07-26T15:35:47.556Z,1,14,Small Talk,NA,English,NON_ACADEMIC,Non-academic,5,5,3,8.666666666666668,Academic | Not Math/Science | Specific Named Resource | Image Upload | Slotfill,,,0.9500,13186,261,0.002134,"The bot consistently provides accurate, relevant, and complete academic help for English homework and live report preparation, correctly interpreting images and user requests. Structured slotfill outputs are appropriate and no failures or user dissatisfaction are evident. Overall, the session fully meets the user's needs with no technical or content issues."
4af1e44c-5350-4220-b1a4-109ca012fd73,2026-07-26T09:56:19.285Z,1,130,Conceptual,NA,Hindi,OUT_OF_DOMAIN,Academic,5,5,5,10,Academic | Not Math/Science | Slotfill,,,0.9800,31259,236,0.004830,"The session is a comprehensive academic tutoring conversation focused on English language learning and general knowledge, with no evident bot failures. The bot provides accurate, relevant, and contextually appropriate responses throughout, including slotfill interactions. User sentiment is positive with no signs of frustration or unresolved issues."
2736cf2a-a2e7-4217-a039-ec77ededc67c,2026-07-26T16:34:13.612Z,1,12,Small Talk,NA,English,NON_ACADEMIC,Non-academic,5,5,3,8.666666666666668,Academic | Speech to Text | Slotfill,,,0.9800,12684,195,0.002020,"The bot provided accurate, clear, and comprehensive explanations on factors, listing method, L method, and multiples, fully addressing the user's academic queries. There were no technical or content failures detected, and the conversation maintained coherent context without re-asking or ignoring user inputs. User sentiment is neutral as there is no explicit positive or negative feedback."
20ae179c-1358-4325-9580-c9ef27d72163,2026-07-26T13:33:00.877Z,30977513,26,Small Talk,NA,English,NON_ACADEMIC,Non-academic,5,5,5,10,Academic | Not Math/Science | Speech to Text | Slotfill,,,0.9800,15741,262,0.002518,"The conversation is a clear academic session focused on social studies/history with multiple speech-to-text inputs and some slotfill interactions. The bot provides accurate, relevant, and complete answers without any detected failures or user dissatisfaction. Therefore, all axes are rated at the highest level with no issue tags applied."
b6bf2441-46c2-463b-ab04-d44b759a0dc7,2026-07-26T12:42:21.007Z,30977112,26,Lesson_request,NA,English,LEARNING_WORKFLOW,Academic,5,5,5,10,Academic | Class 5 and Below CBSE | Not Math/Science | Image Upload | Slotfill,,,0.9800,22849,299,0.003607,"The conversation is a clear academic session focused on teaching Hindi and Computer subjects to class 3 students, with no evident bot failures. The bot provides detailed, relevant, and contextually appropriate responses, including a helpful explanation on how to teach the school bus lesson in an engaging way. The presence of an image upload is correctly tagged, and the user sentiment is positive with no signs of frustration or correction."
5a6f7b28-b6b9-4208-aa6e-865bc8e81e7a,2026-07-26T16:38:04.091Z,1,3,Quiz_request,NA,English,ADAPTIVE_PRACTICE,Academic,1,1,2,2.6666666666666665,Academic | Non-CBSE Board | Not Math/Science | Slotfill,,Unwanted Template Push | Level/Board Mismatch,0.9500,10449,408,0.001812,"The session is academic with a non-CBSE board and a non-math/science subject. The bot used a slotfill template inappropriate for the user's board and subject, constituting an unwanted template push and level/board mismatch. The user's initial input was vague, requiring clarification."
6dd8d8f9-77a9-4d89-8d8a-d88cfdd163fa,2026-07-26T16:26:34.046Z,1,21,Small Talk,NA,Hindi,NON_ACADEMIC,Non-academic,1,1,1,2,Academic | Class 5 and Below CBSE | Mock / Practice Questions | Speech to Text | Slotfill,,Unwanted Template Push | Correction Ignored,0.9500,14398,392,0.002395,"The session is primarily academic with appropriate practice questions and slotfill usage, but the bot incorrectly pushed test-prep templates outside the valid scope and ignored user corrections about answers and image creation requests. Despite these issues, the bot generally provided helpful explanations and polite responses, resulting in good goal resolution and technical reliability but neutral user sentiment."
3e0507f3-e184-4b68-b7c5-06358195a69d,2026-07-26T05:58:09.199Z,1,28,Small Talk,NA,Hindi,NON_ACADEMIC,Non-academic,5,5,5,10,Non-Academic | Slotfill,,,0.9800,13681,177,0.002158,"The conversation is primarily non-academic, focusing on personal and casual topics. The bot uses a slotfill template once for a reminder, which is appropriate and does not cause any failure. There are no detected bot failures or user dissatisfaction."
d1ea36e1-1a8e-4c3a-bbd2-b6ab542f3d0f,2026-07-26T16:31:18.897Z,1,8,Small Talk,NA,English,NON_ACADEMIC,Non-academic,4,5,3,8,Academic | Not Math/Science | Specific Named Resource | Slotfill,,,0.9500,11378,244,0.001853,"The bot successfully provided a detailed, relevant revision summary for the user's requested chapters and handled the reminder slotfill appropriately. There were no evident failures or misunderstandings, and the user did not express frustration or request clarifications. Overall, the session effectively met the user's academic needs."
