"chatbot_sid","time","user_id","message_count","axis1","axis2","axis3","overall_score","category_tags","issue_tags","tags","reasoning"
"b252dbd5-fc33-47da-a16b-c7f7543319e9","6/1/2026, 8:02:47 AM","1","12","1","1","1","1","Slotfill","Error","Slotfill | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"c7ba8290-db71-4b10-81fb-ca93e89c43dc","6/1/2026, 10:35:36 AM","1","14","1","1","1","1","Speech to Text | Slotfill","Error","Slotfill | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"9ad4d949-9163-4376-8223-56dbffe744a7","6/1/2026, 10:29:23 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"2f158ac7-6c6d-45cc-a245-3ad297dd14e1","6/1/2026, 1:44:49 PM","1","16","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"99a2dd8a-93cd-484d-9f9e-d6914059b0bf","6/1/2026, 3:35:53 PM","1","5","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"0d776a79-acbf-49fe-8b04-7c879f8eef5c","6/1/2026, 8:41:38 PM","1","6","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"aa737a6a-431a-4492-bb63-fcdc14195e23","6/1/2026, 6:38:34 PM","1","4","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"83c707b6-a5c0-4dbd-b3d3-9c763979250f","6/1/2026, 9:33:12 PM","1","8","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"9f6c6066-0d2d-47ce-b590-612903366be7","6/1/2026, 9:08:09 AM","1","9","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"c6d89205-7852-4774-a34b-5b193889f7de","6/1/2026, 9:33:32 PM","1","5","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"b25dff7b-77cf-4d16-b678-ece0ab7d5745","6/1/2026, 7:57:36 PM","1","18","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"75da7d5d-97e8-499d-a23d-4eb73443b772","6/1/2026, 9:32:15 PM","1","4","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"2081e7f9-1bec-40f4-beb8-7e5ade47cf8b","6/1/2026, 9:13:19 PM","1","5","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"b49d0f93-b425-4097-afca-c62ae20b0c60","6/1/2026, 8:58:05 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"53824129-d414-48e1-84cb-57b23ed58085","6/1/2026, 8:47:20 PM","1","5","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"74f76a39-725e-49ba-a94e-11f6fe8f9908","6/1/2026, 8:35:26 PM","1","7","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"a183c08a-76c5-459e-b23c-54850f44d094","6/1/2026, 8:33:58 PM","1","15","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"cebd0c1b-5938-49aa-9d98-ebd62137bcc0","6/1/2026, 8:39:12 PM","1","6","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"4b2095df-2894-48ba-8aad-6330ff1c4520","6/1/2026, 8:33:19 PM","1","7","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"aeb1dc02-1899-4252-b7be-419b7947a028","6/1/2026, 8:31:51 PM","1","6","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"8220667f-5250-4990-8b05-9615dcb33db6","6/1/2026, 8:08:09 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"79d984c0-6556-418a-8919-c9824356012c","6/1/2026, 2:36:18 PM","1","14","1","1","1","1","Image Upload | Speech to Text","Error","Image Upload | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"f194095f-c62c-4581-84df-04782fa3dc80","6/1/2026, 8:02:34 PM","1","8","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"d139e2ab-9ed4-460a-b7f6-0c9ee65cb1a5","6/1/2026, 7:59:46 PM","1","3","1","1","1","1","Image Upload | Slotfill","Error","Slotfill | Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"10ea6b4e-c252-45fc-9110-46b68b93f74b","6/1/2026, 7:43:05 PM","1","5","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"c5a03005-44b5-4999-9ac7-a4d174f20c85","6/1/2026, 7:39:18 PM","1","6","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"e345790c-d974-4e92-b543-ef1117539525","6/1/2026, 4:57:32 PM","30457026","65","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
