"chatbot_sid","time","user_id","message_count","axis1","axis2","axis3","overall_score","category_tags","issue_tags","tags","reasoning"
"cce5b430-11ff-4859-9e72-d4eb3af035e9","6/4/2026, 7:15:26 PM","1","3","1","1","1","1","Slotfill","Error","Slotfill | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"b2452bef-ed32-43ea-ac8f-79f404cf70fe","6/4/2026, 6:06:07 PM","1","5","1","1","1","1","Speech to Text | Slotfill","Error","Slotfill | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"dc4e6f2c-2d88-4c3f-8337-b77756a39114","6/4/2026, 10:23:48 AM","1","3","1","1","1","1","Speech to Text | Slotfill","Error","Slotfill | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"105db1ae-cca1-4a4a-ab2a-7daaea843201","6/4/2026, 11:23:34 PM","1","5","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"96423745-4db2-46d2-a5f5-c5580beb1bf1","6/4/2026, 10:21:57 PM","1","34","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"7dcb2387-e2d5-4c02-b9ca-5f8e5004b60b","6/4/2026, 5:27:42 PM","1","37","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"dc9b0f28-1e01-451c-aff3-9da24e6a1a76","6/4/2026, 9:32:06 AM","1","15","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"4d35895d-7aad-4f0e-9d22-c80825c6cb42","6/4/2026, 10:04:54 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"87178ebe-7fbf-46bd-a5b3-d3113aedb581","6/4/2026, 10:24:39 PM","30491608","4","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"d05b5b9d-0e6f-4b76-a871-fe6b91d5fe20","6/4/2026, 9:58:54 PM","1","5","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"79ee9954-dddf-4b42-994a-a0365a5a62dc","6/4/2026, 8:00:40 PM","30456819","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"ab0a1789-ebf7-4c6d-bbbd-46583608ed76","6/4/2026, 9:17:06 PM","1","29","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"fa7ecaf5-f672-4066-b3e3-c3b1bf41d7f8","6/4/2026, 9:43:06 PM","1","5","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"46238585-715c-4cce-bd53-d00db8f17b80","6/4/2026, 9:10:22 PM","1","6","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"589692a3-da4f-4d96-be3c-0784ffd21f84","6/4/2026, 5:37:34 PM","30488359","12","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"1ab8679e-8035-42bb-90ce-1eda3bf67e29","6/4/2026, 8:24:57 PM","1","12","1","1","1","1","Image Upload | Speech to Text | Slotfill","Error","Slotfill | Image Upload | Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"c5bfaafa-b7a2-4ab6-adf5-5201ced8b4a7","6/4/2026, 9:19:49 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"96938dcc-1605-4e6e-be77-4be48368c5f4","6/4/2026, 7:09:44 PM","1","8","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"7389c574-6f49-4df9-a3ef-543a96d03365","6/4/2026, 9:08:44 PM","30182574","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"db52f310-db95-4288-9f70-ecb35c851e2c","6/4/2026, 9:16:56 PM","1","3","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"755d2527-de1d-4e5f-aed5-e19576781565","6/4/2026, 9:15:40 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"bdd67b6a-6bab-4041-b4e4-94201252c1c1","6/4/2026, 9:12:14 PM","1","4","1","1","1","1","","Error","Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"9dd2f743-5fc5-4cd3-bf47-7d9c0859f6bc","6/4/2026, 9:08:53 PM","1","3","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"98994ec5-afab-4334-98c1-ddbd5afd4bee","6/4/2026, 9:06:24 PM","1","3","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"cb6c5289-d9c1-409d-b1f3-28b9781a29cc","6/4/2026, 8:07:41 PM","1","3","1","1","1","1","Image Upload","Error","Image Upload | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"3893d503-9245-44f7-86ee-ff4e42d75826","6/4/2026, 7:53:11 PM","30067720","24","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"9110c894-b33a-4759-9919-b8f5a5002a08","6/4/2026, 9:03:47 PM","1","3","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"f9001c45-c8ea-41ff-b2c2-2b2c33d72a1e","6/4/2026, 8:55:41 PM","1","10","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
"7a53227c-b747-4129-a2ff-067d2a5b2688","6/4/2026, 8:42:58 PM","1","6","1","1","1","1","Speech to Text","Error","Speech to Text | Error","Error: connect ETIMEDOUT 172.66.0.243:443"
