chatbot_sid,time,user_id,turns,category,course,language,pred,query_kind,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning
101484be-df1d-42a9-b9a2-5a97bf47a43a,2026-07-07T15:56:55.782Z,30448870,12,,,,,,3,3,5,7.333333333333333,Academic | Mock / Practice Questions | Image Upload | Speech to Text | Slotfill,,Unwanted Template Push,0.9500,12985,315,0.002137,"The session is academic with math estimation and practice questions, including speech-to-text and image upload modalities. The bot correctly explained concepts and answered questions but used a structured TEST_PREP template when the user wanted direct conversational answers, causing an unwanted template push. There are no critical failures, and the user sentiment is positive."
9c5d800d-7691-4acb-8dfa-dffbb009d602,2026-07-07T14:35:13.904Z,1,14,,,,,,2,2,2,4,Academic | Image Upload | Speech to Text | Slotfill,,Unwanted Template Push,0.9500,13144,312,0.002159,"The session is academic with multiple modalities including image upload and speech-to-text. The bot correctly handled most polynomial questions but ended with an out-of-scope TEST_PREP slotfill for a class 9 number system question paper request, which is not aligned with the valid scope, causing an unwanted template push failure. There were no other critical failures, but the slotfill misuse lowers the scores."
0cb95cc3-a907-428c-8db8-dd92f7b90aa6,2026-07-07T15:32:43.854Z,1,19,,,,,,3,3,3,6,Academic | Speech to Text | Slotfill,,Unwanted Template Push,0.9500,14538,279,0.002348,"The bot generally provides correct and clear explanations for the math problems, including in Tamil. However, it pushed a TEST_PREP template for practice questions which was not appropriate given the user's request for direct answers and explanations. There are no critical failures, but this misuse of slotfill lowers the resolution and reliability scores."
260b2ca9-17be-44e1-a76b-50d9a139425c,2026-07-07T14:39:34.924Z,1,8,,,,,,1,1,2,2.6666666666666665,Academic | Not Math/Science | Specific Named Resource | Slotfill,,Unwanted Template Push | Class Mismatch,0.9500,12457,384,0.002099,"The session is academic with history and math topics, including specific chapters named by the user. The bot correctly provided explanations initially but ended with an inappropriate Type: TEST_PREP slotfill for practice questions outside the user's request scope, causing Unwanted Template Push and Class Mismatch issues. No explicit user frustration was detected."
5c7bc1b0-cf58-4810-b6c9-05fa4162def4,2026-07-07T11:38:59.701Z,30802382,11,,,,,,1,1,2,2.6666666666666665,Academic | Mock / Practice Questions | Image Upload | Slotfill,,Unwanted Template Push | Context Handling Failure,0.9500,14469,341,0.002375,"The session is academic with multiple practice question requests and image uploads. The bot incorrectly used Class 10 content despite the user specifying Class 9, showing context handling failure. Also, the bot pushed structured TEST_PREP templates outside the user's requested direct answer format, causing unwanted template push."
76a20069-1db7-496b-8d57-8f76d9d037e6,2026-07-07T15:05:17.774Z,1,14,,,,,,5,5,3,8.666666666666668,Academic | Not Math/Science | Image Upload | Speech to Text | Slotfill,,,0.9800,16254,267,0.002598,"The bot consistently provides accurate, relevant, and complete academic assistance including matching exercises, Hindi translations, timetable planning, and reading comprehension. The slotfill templates are appropriate for the user's requests and do not cause any failures. There are no detected bot failures or user dissatisfaction in the conversation."
0e5e190e-5dd7-4b77-9dfa-8ecf1e81e06b,2026-07-07T13:36:36.891Z,1,19,,,,,,3,3,3,6,Academic | Not Math/Science | Mock / Practice Questions | Speech to Text | Slotfill,,Unwanted Template Push,0.9500,13936,369,0.002312,"The bot provided mostly accurate and relevant academic content with helpful explanations and practice questions. However, the use of TEST_PREP slotfill templates was inappropriate for some user intents, leading to an unwanted template push issue. There were no critical factual errors or context failures, and user sentiment appeared neutral."
9dbc4288-bd7b-4746-b039-bf5e09afc470,2026-07-07T08:23:53.227Z,1,10,,,,,,5,5,3,8.666666666666668,Academic | Not Math/Science | Slotfill,,,0.9500,13056,226,0.002094,"The bot successfully understood and fulfilled the user's requests for a personalized timetable and study plan without any failures or misunderstandings. The use of a slotfill template was appropriate given the context and did not cause any user dissatisfaction or request for direct answers. Overall, the conversation was coherent, complete, and reliable."
3f35dc79-0b5c-472f-a224-e55b61b17d8e,2026-07-07T17:10:45.213Z,30795491,8,,,,,,1,1,1,2,Academic | Mock / Practice Questions | Specific Named Resource | Image Upload | Speech to Text | Slotfill,,Unwanted Template Push | Correction Ignored | Context Handling Failure,0.9500,12107,411,0.002063,"The session is academic with multiple modality tags due to image uploads, speech-to-text, and slotfill usage. The bot repeatedly ignored user context about chapters and topics, re-asking or ignoring provided information, and pushed inappropriate TEST_PREP templates outside valid scope. The user also corrected the bot's answers but the bot failed to resolve these issues, resulting in multiple critical failures and low scores."
2e3819a0-68d8-4624-9342-87708e1765e3,2026-07-07T17:14:32.402Z,30182529,44,,,,,,5,5,5,10,Academic | Not Math/Science | Specific Named Resource | Slotfill,,,0.9800,21186,289,0.003351,"The bot consistently provided accurate, relevant, and complete academic explanations and examples without any failures or user dissatisfaction. Although a Type: TEST_PREP slotfill was used for a non-math/science topic, it was not out of scope for the user's request, so no unwanted template push or mismatch tags apply. The conversation maintained context well and resolved all user queries effectively."
