chatbot_sid,time,user_id,turns,category,course,language,pred,query_kind,axis1,axis2,axis3,overall_rating,category_tags,discovery_tags,issue_tags,confidence,input_tokens,output_tokens,cost_estimated_usd,reasoning
d366e675-9978-483a-95ce-a80765701421,2026-07-31T17:17:56.245Z,1,9,Summarization,Algebra,English,SUMMARY,Academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
76720076-2806-41a4-9b56-375f8504a250,2026-07-31T15:28:42.542Z,1,53,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
60509237-9814-403d-9030-65463f230c48,2026-07-31T16:01:24.196Z,1,18,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
1232b4fe-979a-4d58-b88a-0c51d2de09bc,2026-07-31T16:21:19.692Z,1,3,Quiz_request,NA,English,ADAPTIVE_PRACTICE,Academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
2e618ceb-4d48-4ffd-81c8-0a98dbcbb449,2026-07-31T17:40:48.222Z,1,26,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
7c19918c-1a31-4d78-a66c-d1956ae31fc6,2026-07-31T15:24:06.946Z,1,7,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
407ae8b6-b215-4de6-a68f-61c0788e34ea,2026-07-31T15:52:36.902Z,1,25,Small Talk,NA,Hindi,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
0b4cd16d-e163-4632-8e7a-5823d8661579,2026-07-31T18:07:22.994Z,1,32,Small Talk,NA,Hindi,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
e62b3921-c4be-429a-89cd-66ddf8055707,2026-07-31T15:27:15.673Z,31032102,13,Procedural,Physics,English,SCIENCE,Academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
42dff44f-8ad6-4b35-99bd-11f40808463b,2026-07-31T15:56:25.780Z,1,2,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
28774fe1-9d2a-4a3c-aee8-931669a17270,2026-07-31T15:47:25.554Z,1,12,Quiz_request,NA,English,ADAPTIVE_PRACTICE,Academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
78f468a4-fac7-4507-b27b-979c6f822a70,2026-07-31T16:14:33.246Z,1,7,Reminder,NA,Malayalam,REMINDER,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
45192b5a-d3fe-4ca4-b056-a2a8988e317e,2026-07-31T14:29:13.231Z,1,7,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
1d10bc84-64b4-4fd5-bade-e2034fd22cbc,2026-07-31T12:00:54.999Z,1,34,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
5c3ad1e9-009b-4580-8dc2-4d4251a77a41,2026-07-31T05:44:10.053Z,1,13,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
1b61edb1-6875-46d4-b046-fee3ce5a0c6a,2026-07-31T13:58:36.304Z,1,3,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
ce22617d-3c88-41d5-b8de-d5dcb1868101,2026-07-31T12:30:25.320Z,1,24,Small Talk,NA,English,NON_ACADEMIC,Non-academic,1,1,1,1,,,Error,0.0000,0,0,0.000000,Error: Request failed with status code 429
